label,TEXT
toxic,以前十五岁去北海旅游，出租车司机问我跟我妹是哪里人，我们说河南人，然后他就说你们河南人都是骗子巴拉巴拉的，exm？我们骗你了吗？ 然后拉着我们绕了一大圈才回到宾馆，呵呵，你们北海人还真实在。
toxic,人种很关键啊，研究表明黑人普遍智商较低，情绪控制能力差，暴力倾向偏高，我们亚洲人，其实就是东亚人，智商普遍对比来说都在一个中等偏上的水平，智商上下浮动不大，白人就不一样了，智商分离度很大的，聪明的很聪明，傻的真的是傻
non-toxic,我妈就是答主的老乡，我是独生女，家里的不动产给表弟，缺啥就找我要钱，美滋滋。
non-toxic,你以为衡水是随随便便就学出来的？这么多年来无计其数的学校老师和校长们来衡水学习，也包括你们浙江的，你看到几个学成的？这些老师和校长们可是专业搞教育的，他们不比你明白？真要有胆子就一起来答全国卷，给你们爆出翔来你信不？
non-toxic,新疆人 猪肉！猪肉？？
toxic,请在美国电视节目上虚构一下种族歧视情节，甚至都不需要您虚构，直接说美国黑人犯罪率就是比其他人种高这种实话。试试民主的美利坚会不会禁播！你在电视节目里伤害12.4%的美国人民感情就会被禁播，在中国伤害90%以上的汉族人感情还不能禁播你了？
toxic,同为浙江人在济南，什么护士的帽子都是骗人的，这雪下起来手机都拿不住啊
toxic,原著党也要杀人了，咖喱叶奈法，黑人微歌，爆炸头特丽丝，哪个不要命？
non-toxic,我在泰国，遇到白人黑人也会跟学生说，看，外国人哈哈哈
toxic,"""美国种族歧视这个问题一直没停过，发展到现在已经不光是白人歧视亚洲人了，是连黑人，中东裔也开欺负中国人了。,绝对不是说非裔和中东裔或者其他别的种族不如白种人，只是同样作为曾经被歧视被欺负的民族，没有从历史上学到任何教训。"""
non-toxic,女孩被你们骂哭了恩就这样具体我也没有针对你，对号入座吧，你不是就好
toxic,啥b这么值钱，只要是女人就有这玩意，男人几个是暴强？
non-toxic,朝鲜人和韩国人是一个民族，同文同种，他们自己互撕都不心疼，你心疼他们干嘛？你又不是朝鲜人，就是死光了都无所谓，只要东北太平就好。韩朝分裂最早是美苏的主意，要是民主自由美国爹不插手，朝鲜半岛早统一了
toxic,就是博眼球，最恶心就是地域黑，整完河南人整东北人，过一段说不定还整谁？一帮网络地域黑。举报
toxic,歧视印度人，已举报
toxic,为什么不说那女的卖淫？
non-toxic,你要是想用谷歌搜小黄片，还是别用香港的吧∠( ᐛ 」∠)_
non-toxic,他一个客人，大中午还在睡觉，还拉着人家女儿一起睡，人家爸爸可不生气吗
non-toxic,这句“我出生和长大的地方是江苏北部的连云港，连云港市区是江淮官话的最北界，往北是赣榆，往东是东海、徐州”——东海徐州在连云港西边哈。
non-toxic,谢谢啦! 主要是我以前看豪斯医生 有一集说那个黑人医生虽然昏迷但是有巨大的疼痛 但是他们当时无法给他止痛~
toxic,你见过的河南人大多是偷井盖的？
non-toxic,辣么优秀的男孩子，除非我眼瞎了不然不会脱粉hh
toxic,学校，因为二胎政策，两老师怀孕生子，然后学校领导就换了一批人，现在学习领导除了法人代表之外，都是男的(包括招进来的)。
toxic,不是说离过婚的男人有罪，但起码可以判定那不是个好男人，如果是好男人会为了责任不离婚。别说女方什么什么才离的婚的鬼话。
non-toxic,我靠。。。新疆夺命大乌苏啊
toxic,汤恩伯时期河南人是受害群体，怎么就成了名声不好的原因了？不要把你想的当作既成事实，尤其是在敏感话题上。
toxic,为什么现代男性受歧视的现象总被忽视？
non-toxic,美洲土著都是亚裔啊。。。。
non-toxic,09年，当时新闻上在报道MJ去世的消息。我就问我爸这个人是谁？他说：“他是一个伟大的黑人艺术家，是流行天王。”其实当时我还是有点懵逼的，因为我看他皮肤很白啊。后来我爸就找出了几张MJ的专辑放给我看，我瞬间就被MJ的魅力所吸引了。
toxic,作为一个天津人，看完你和你小伙伴的对话，我居然也对天津的教育失望了……心好累
non-toxic,河南那边一个医生正当防卫被判了一年，罪名是故意伤害。刑满之后上诉才二审判无罪。但被判是2014年，现在是2020年了
toxic,等你之后遇到台湾人说我们素质差，你就把这件事说给他们听，然后再观察他们的表情。
toxic,就算这黑人军官强奸了白人警察老妈，他白人警察出警时只要黑人军官不反抗，他也不能诉诸暴力，
toxic,虽然选择的方向是每个人的自由，但是很多女生天真无邪地喜欢上了一些不负责任的同性恋，之后就逃不掉妻子的悲惨命运。
non-toxic,怕是又是什么北京xx烤鸭了，每次看到北京一只鸭子1，200，弹幕里面就是一堆便宜啊，我就奇怪了，一只鸭子1，200还不贵？在南京就3，40一只，高过50的都很少，所以觉得北京的鸭子不会像南京那么普及，太贵了
non-toxic,Tharu人，这是个山地部落民族，部落民来源确实多样，和其他山地雅利安民族比起来，这个民族很显然吸收了许多黄种人。
toxic,恶心满满的想到，或许隔壁姓王，所以该男子才在想要一起睡
non-toxic,西藏解放前农奴们的生活更加悲惨
toxic,说实话，台湾很多不入流的，都能在新浪之类的都有新闻，大陆的娱乐圈对港台尤其台湾实在是厚爱过分。很多台湾的实在是演技没有，长的也就平均以上而已，照样主角一部一部的。说实话，非常恶心。
toxic,“澳门航空电话”这样的关键词下打头的几个都不是真的澳门航空，这明显就是百度拿钱办了脏事，有啥好洗地的呢？ 没人要求百度去排查骗子网站，但至少能不能做搜索引擎该做的事：把最相关的搜索结果而不是出钱最多的结果显示在第一个？
non-toxic,为啥同一个省，苏北和苏南一直炒，苏无常GDP确实高，但要是云南有那个地区超过昆明，我也很高兴啊
non-toxic,黄种人具有抗寒的进化特征，明显是北方起源的
toxic,我可以明确的说，不恶心。大部分助学金是有成绩要求的。首先是贫困生，然后按综合测评成绩排名决定名额分配。(小部分助学金例外，比如新疆的少数民族直接获得助学金)
toxic,"""我就觉得吧，黑人都当总统了，我们国内一些爱黑人士还在操心他们被歧视的事情，爱心泛滥，怎么不说说华裔还被老黑歧视呢？,黑人继续闹下去也还是黑人，从这个事情可以看出他们还是一帮乌合之众，不但搞事情扩大新肺传播，还打砸抢搞零元购，"""
toxic,我有时候都好奇为啥歧视河南人呢？河南的安阳，洛阳，开封，南阳，商丘个个不是中国历史上有名的城市吗？不知道郑州人民会不会骂我，我个人觉得省会如果在一个特别有存在感的城市挨骂会少一点，比如陕西省！（本人非河南人）
non-toxic,就跟问如何评价xxx的任意球，然后一个足球运动员过来评价完之后一堆神人过来评论说他起跑姿势帅，长得帅站姿酷，进球多不多不是关键。黑人问号
toxic,在沪犯罪安徽占比高，也是占沪外来人口安徽籍比例高，很难理解么？猪脑子？地域黑碰到这种事就TM这么嗨？
non-toxic,Curtis，黑人一个，他的表情很搞笑，每次时间倒流后的样子很搞笑，他也不错。
non-toxic,[飙泪笑]四川人被江浙农村的基建水平，豪车数量整懵了。你们的生活水平比中西部是真的强太多。
non-toxic,浙江没有取消，请先搞清楚基本情况吧
non-toxic,星巴克只不过是来了中国内地就变得很稀有很牛x那个样子。在hk或者澳门它都不是什么特别高大上的吧。澳门大三巴牌坊前的那条街，有个小小的铺位就是星巴克了
toxic,"""看日本毛片，,剧情是黑人和日本女人那个什么，dvd封面写的是,劣等基因注入。"""
toxic,"""不是吗,[蹲]反正我不喜欢黑人,但排除三观正的黑人"""
toxic,反正小日本在我心里永远都是第一厌恶……
non-toxic,握手，希望你早点找到更好的地方，我的感受是，身体最重要，特别女生，没必要为了这个破地方熬成黄脸婆，正常的赚钱升职在别的地方完全可以做到的。
non-toxic,还有王力宏也在努力给亚裔提升形象，这可能也是他们两人交好的原因之一吧。
non-toxic,最好玩的是，其他标签的zzzq都是正面形象，就亚裔的zzzq是负面标签，绝了，真就lgbt，嘿墨绿手拉手一起走，亚裔biss才是我们美帝的zzzq啊[赞]
non-toxic,脸好小鸭啊啊啊啊女神小姐姐无疑
non-toxic,跳舞吗？出现下，表白心机。跳恰恰，黑人布鲁斯，桑巴，伦巴。。。。总之扭屁股的都好看啊都好看！！！
non-toxic,我对一个人也有这样的疑惑，到底是不是gay，蹲一个愿意帮分析解答的。
toxic,"""男性,就不累,既然说男女平等,那就该一视同仁,要不然就是放屁"""
toxic,恶性抢劫时候 在治安乱的地方光等着被偷东西了 广东
toxic,黑豹不好看，我也该清醒的看完了，《蜘蛛侠平行宇宙》我是真的睡着了……别忘了，虫宇宙也是黑人当主角，口碑也被知乎跪舔
toxic,中国男人多数不会骗人你认真的吗…
toxic,首先 我不是当事人 不知道 其次 我妈妈也没在现场没见过不知道啥枪 看见邻居受伤不会问是啥枪伤的 最后黑人抢劫通常情况下只要不激怒对方 大部分只要钱不伤及性命 如果挣扎或反抗 会吓唬当事人 止步于此
toxic,直接问他：你妈和你吃过饭吗？你妈冲你笑过吗？这样的国度就不配存在女性！直接自行灭亡了得了！
toxic,首先(: 真正的女权是为了让女性被剥夺或者性别歧视造成的权利丧失重新回到男性拥有权利水平上而不是翻过身把男性压倒在地
toxic,"""对男性表现出的性别歧视本质上还是对女性的性别歧视。同时搭配着道德绑架与旧习惯的没有及时跟进现代社会进行演进，导致出现目前的问题。,以上是我的观点。,举几个实际情况说明，或者说证明我的观点。,1.买房/聘礼,先从最厉害的说起。"""
toxic,照你这意思涉及到河南人就调侃偷井盖的也正常？
non-toxic,可能五官比较像一点，本来就黑加上那个时候刚军训完，晒得很黑。其实我有个同学才是真的像印度人！很帅的那种印度小哥。
non-toxic,但是本国自己可以进行清算，这是思想的不同，就好比美国白人为黑人争权，假如没有那些白人，黑人的权利不会那么好争取。你战争中会有那些惨无人道的事，也会有让人歌颂的人性。请相信世界上的每一个人都在为世界变的更美好准备！
non-toxic,山东的地下水污染是全国最严重的地方
toxic,因为很难取别的证明。这种事女的是很容易告男的强奸。
toxic,黑人根本不反对种族歧视，他们只是反对歧视黑人
toxic,请问法院判决认定的事实里，该黑人的行为是不是抢劫？？ 法院认定的事实我可以服气，所谓维基百科不知是不是和百度百科一个性质，难以信服。
non-toxic,北美和北亚本是黄种人的土地。
toxic,我也是山东人，不是说状态……是国家给你的资源就这么多，教育落后不能全怪山东……没办法的事情。
non-toxic,哇！我是去年的江苏考生，祝你好运
non-toxic,同款黑人问号老公 不得不说，黑人问号老公是真的帅！
non-toxic,东北吗，蛇仙，广东就没有什么蛇仙。只有蛇羹，或者蛇酒。村里几乎人人都吃过蛇。暖壶这么粗的蟒蛇也有，3米长的过山峰也有。都杀了吃了，一点事没有。反而说御寒滋补。和地区迷信有关系
non-toxic,有这么脏的女生吗
toxic,不就是拷不上 所以才捶的么。只能说黑人体质太好了 中了电击枪还能反抗两个警察
toxic,我从小到大身边那么多的浙江人，家庭都很幸福啊~”
non-toxic,还有我男神，油腻如同黑泥的头发，苍白的脸和大鼻子，以及黑甲虫一样的眼睛[捂脸]这个描述真的特别脱粉
non-toxic,男女并排走，就是搞对象，怎么说。
toxic,而且我对黑人为黑人发声不太感冒，就算乔丹为黑人发生很多我也不会去吹捧他（我是乔丹球迷），毕竟我是黄种人，我更关系黄种人被歧视的问题
non-toxic,首先，看起来激动是因为网络，我本人没有，然后，黑人是顺手加的一个类比方便你理解，你用身边例子回我，我自然认为你的意思是你身边有这种现象，所以这种政策还是挺合理的
toxic,"""这个问题要匿名答。,在知乎，亚裔在美国被歧视，是种族歧视链最底层，才是知乎用户喜欢的答案。你说黑人更被歧视，肯定要挨骂。,在知乎，必须骂ABC都是没骨头的叛国贼，ABC女和中国女留学生都是easy,girl，才是标准答案，不这么回答，"""
toxic,"""题主就问问什么情况，,偏偏让某些高票回答说成了白人阴谋,是不是来一场黑白大战你才满意,照您们那个逻辑，是不是女性受教育程度比男性少，就可以说男性给女性挖了一个傻子才看不出来的陷阱！,和我之前看的白黄决战一样恶心,就这样吧，"""
toxic,看见这样的女人，只有恶心而已！
toxic,上海真的是个很聒噪的城市，我到上海出差，骑个电单车出门，五公里遇到三组吵架的，各种心高气傲看不起外地人，这个答主明显上海小市民形象很典型了。
non-toxic,西藏人考有加分！
non-toxic,吉林人平安。[拜托]
toxic,有些事呢，有理就是有理，不在于声高，我觉得你这位西北“汉人”还是琢磨琢磨为啥民族主义这种本来应该丢掉的东西呼声越来越高吧，舆论一直在打压都压不住，哪天上去个不打压的对你们来说会不会很可怕？
non-toxic,辽宁的生育率是1.4 如果东三省平均0.7生育率，我姑且认为吉林和黑龙江就没人生孩子有可能把这数值砍下一半
non-toxic,我也是广西人，桂云贵有很多犄角旮 的地方，闭塞也穷，家里人从小就怕我被拐去，我们还是南宁市内的，治安按理说相对好点，但也听说有被拐卖的事例
toxic,一个黄种人想让后代做美国人，只有找美国人一块生才行，不然还是免不了被歧视。
non-toxic,多肉植物？我女盆友喜欢种花，我听她讲的，具体也记不大清，你可以自己百度一下。
non-toxic,不喜宝钗不喜袭人，答主的分析我很喜欢。深更半夜，来自上海的感谢，稽首问安。
non-toxic,害，毕竟是第一个台湾爱豆注定不好过
toxic,我昨天看到个上海人瞧不起外地人的问题 有个回答说是到成都来玩遇到两个上海人在说话 内容大概是说成都农村 然后评论清一色骂成都的 我都无语了 所有人都揪着成都人瞧不起四川其他地方的 成都自吹一线城市 我就？？？？
non-toxic,......应该他们都是仙女
non-toxic,我想问一句，如果碰到有问题，是不是能不收入院就不收入院？然后推荐去北京上海看，也不检查清楚什么的
toxic,南京教师工资不止这些吧？在 落后的江西，工资都有3000多。
toxic,还没明白吗？你们关注的不是这个人到底是不是种族歧视黄种人（华裔）的”辱华“者，而是怎么”指控一个人是辱华的人“。就像你这个号一样，注册的目的不是评价信誓蛋蛋是不是辱华份子，而是为了指控他是辱华分子而存在的号。
non-toxic,印度人的牛尿、恒河水比中药效果强多了，新冠肺炎在印度蔓延不了，在中国广泛传播就是例子
toxic,出轨好像确实不算犯罪，这事儿把其实，男人们别急，出轨要是不算犯罪，婚姻法不能给予惩罚，女人们就该跳脚了。
non-toxic,我们家奶奶爷爷苏北移民过来，姑父山东移民后裔，周边同学有河南，温州移民后裔，我们那个小镇充斥着包括吴语 苏北话 苏北话 北方某些方言，极其复杂
non-toxic,依稀记得贵州同学给的一罐。在宿舍一起四个人看电影电影还没看完。四个人就给吃完了。又香又油有口感。
toxic,我也讨厌黑人，第一:总觉得黑人不注意卫生，而且好多影视中他们的形象都很暴力淫秽；第二:审美原因吧，他们黑魆魆的还反光，太绝了；第三:他们的文化素养，
toxic,女的可以打男的，男的不能打女的，说白了还是歧视女性，女不如男呗。
toxic,同意，黑人问题归根结底就是阶级矛盾，一小撮资本大佬们压着绝大多数的人，只不过刚好黑人几乎全员被压迫罢了。红脖子也是被压迫，
toxic,现在去当这个得都是想来钱快，又不累，要么就是性方面要求。你懂的。那个年代，女性都不值钱，被卖的怎么的有的是。以前是被现实压迫。现在是被欲望压迫
non-toxic,这位皇帝穷兵黩武，疑心重，晚年暴虐，却仍旧能与唐宗宋祖并列，凭的，就是这巍巍大汉气魄。——历史老师：黑人问号.JPG
non-toxic,啊为什么妆容一笔带过！这个简直是一秒鉴别亚裔日韩中的最快途径
toxic,家暴男？？
toxic,很多该说的都有人说了，说个其他角度的吧，她们的“全民厌女论”恕我接受无能。
non-toxic,去年黑龙江零下40度ȏ.̮ȏ
non-toxic,这个看身材和气质，你看《黑夜传说》里女主，还有《生化危机》里的爱丽丝，皮裤穿的，攻气十足还不低俗
toxic,詹姆斯和黑人最大的问题，是他们主张的所谓黑人的权利是黑人在违法犯罪，烧杀抢掠后不用受到处罚的权利。他们从来只要求权利，从来没想着改变他们的种族暴力犯罪的标签。他们如果再闹下去持续发酵，等待他们的，会是一个元首。
toxic,没觉得，一开始就不喜欢他，莫名的不喜欢，可能我只是不喜欢整个台湾人吧，没好感。
toxic,"""日本人也不全是坏人，中国人也不全是好人∠(,ᐛ,」∠)＿"""
toxic,啊？你们被查出来了，就觉得丢脸了？就觉得被黑了？我广西的，要是被查出来我第一个高兴，只有罚了，抓了，以后才会更少人被顶替，而不是人说你了，你就骂人为啥揭短。当然，如果有人说山东人不行，而不是事儿不行。你可以骂他，干他。但是人家说这个事儿不对，的确没啥毛病。
non-toxic,吉林大学？
non-toxic,哈哈哈哈小时候是男孩堆里的领军人物啊啊啊
toxic,正能量？你是想让我们欺骗你吗？那好吧，我告诉你，嫁给你男朋友吧，你男朋友真的很棒，加油，傻逼，只是以后过的惨的话，千万不要抱怨，因为你要知道傻逼活该活的惨。有时候真的蛮理解为什么中国重男轻女的，可能就是怕生你这样喜欢扶贫的女儿吧
non-toxic,我也是羡慕啊，日本也有少数民族。和族和汉族都是最多的。
toxic,完全不能苟同，黑人不好看不是审美问题，而是事实
toxic,新疆人卖羊肉串肯定也不能过审吧……
toxic,我并没有瞧不起少数民族，就是瞧不起某个把中国拖入痛苦深渊的种族，旗装，嘿嘿，最适合满人大姑娘抽烟袋的时候穿
non-toxic,挺良心的了，以前亚裔主角全都是白人演的[流泪]我只希望木须龙不要删
toxic,看来这位小哥还不知道网上规矩，绝对不能提家务、做饭、带孩子的事，提一下就会炸。
non-toxic,哈哈，你这评论莫名的想笑。but，江西人哪有那么暴力ψ(｀∇´)ψ
non-toxic,第34届全国物理竞赛决赛，澳门代表团首次参赛，之前专门沟通是否需要提供繁体字版本的试卷，对方答复不必，澳门物理课本也用大陆人教版原版，简体和专业术语都不用特别转化。
toxic,你这种说法，其实是很偏颇的。中国政客渲染悲情，和台湾渲染大陆打压，其实是如出一辙。身在其中，不容易看清。把问题推到外部因素上是政客的常用手法。
toxic,大部分人对河南的印象就仅仅是这是一个省，然后河南人偷井盖。
non-toxic,能吸一个是一个hhh我大概就是这么一个hhh跳舞是真好看，声音也是真大白嗓，但是元气非常够，毫无疑问的少女偶像[赞]
non-toxic,水 ——鲁豫的巨头，杨幂的脚，郭敬明的身材有点小；闰土的钢叉，小猪的妈，何润东的微博八点二十发；姚晨的大嘴，李晨的石，王力宏的取向特别直；黄贯中的老爹，海涛的跪，汪峰在头条里没有停车位，不用谢，我这〈黑人真经〉这就传授给你了～
non-toxic,我没看错吧，我眼睛看到是鹿粉说人家倒贴，人家怎么倒贴了，就算说跑男也是鹿晗扑人家热巴
non-toxic,我一南方男生是很怕蟑螂，不过打死蟑螂啥的还是很有兴趣，比如在浴室碰到了先用淋浴花洒和蟑螂玩一阵子[捂脸][捂脸]
non-toxic,朋友 请问 浙江大学MBA 全球制造与供应链管理（GMSCM）的学费你了解吗
toxic,按比例我还觉得河南司机出事多呢 因为路上没井盖啊 你这样说话有意思吗 这性别歧视还理直气壮的 这和地域黑有区别吗 河南朋友对不起 那只是个假设 可是看到心里一定还是会不舒服吧
toxic,我也是河南，地域黑真的很无脑好吗之前一个q群里的我说了句我是河南直接来哦呢破落地方里的你是偷井盖的？我mmp？
toxic,第一我讨厌种族歧视的人，第二我不喜欢黑人
non-toxic,你造评论里有多少男孩子看到这个回答和你头像以为是软妹才回复你哒！
non-toxic,美剧必须有黑人，亚洲人，有基佬最好gay夫妻，这样才政治正确[调皮]
toxic,狗屁女权是女人的猪队友
non-toxic,很多姑娘不管你是白人黑人只要是外国人她就觉的高大上，倒贴也要往上送。
non-toxic,这个没喷到点啊 我们单位不少至少全国比赛奖牌后退役来的运动员 无论什么项目 他们都会说 比力量 爆发力 黄种人根本不是其他人种的可比的 比如我伴郎 手球的 接新娘时候是可以公主抱着我深蹲好几个的人 他去欧洲比赛连高中队都打不过
non-toxic,中国元素只是皮，中华文化的精神内核才是核心，就像你可以做一个黑人孔子，但只要他还说者逝者如斯夫，不舍昼夜，他的精神内核就没有变，这才是重点。
toxic,死者为大，谴责并诅咒那些没有人性的畜生！！！ 台湾旅游频繁出事，是能力不行还是态度消极？
non-toxic,我应该是双吧，仅有的两段感情：第一次是和他，然而确实是在家庭和社会的压力下给不了他承诺。
toxic,同意一部分你说的，但美国主流社会不敢歧视黑人的原因是黑人很会闹，但凭大家内心来说，都会有看不起黑人的想法。
toxic,"""不是，我们这里一个女生嫁给黑人，不回非洲，就在我们这长住了，,有人拍了视频发抖音，"""
toxic,这么说东北还人人黑社会呢，你也是从知乎上了解的吧？
toxic,所以以男性为主角就是直男癌？？
toxic,所以身为男性就是原罪是吗？不是专门针对犯罪进行声讨而是针对性别进行声讨？女性就没有犯罪者吗？我们抵制的不是犯罪而是性别？专门对男性进行普法不就是歧视男性？
non-toxic,亲戚里有人太老了，子女也六十几岁，有心无力，也得送老人院。只怕人类寿命越长，这个结果是最多的
non-toxic,这小女孩好可怜，出生以来都呆在这样的家庭里，恐怕这一辈子都被妈毁了。
toxic,微博大骂河南人 我服
toxic,看了几个回答，讲点感受，都高学历了，要当全职主妇还不想好怎么保底。
non-toxic,认识一个姓皮的 新疆人 汉族
non-toxic,暖贴暖贴﹏﹏「弘扬真善美.传递正能量」﹏﹏﹏﹏【隔壁的夫妇生了个黑人小孩，胖胖就在旁边对母亲说：“一定是他们夫妇吸烟，不但把自己熏黑了，连小孩也被熏黑了。”】 ————来自–『实在人暖贴小尾巴』
non-toxic,所以名字拼好了再出来黑人哦 我杰哥英文名就是jason
toxic,我觉得中国这样是对的。美国式的政治正确有害无益。中国人的是非观很简单，做得好就得夸，做得不好就得批评，直到你改正为止。中国不也是被骂被歧视一步步走过来的？东亚不都是？非要像美国人一样，黑人都觉得自己没问题，
toxic,有个华裔的种，抗美援朝时欺骗志愿军说自己是中国人别开枪，然后杀我们的人，
non-toxic,不依赖社会喝西北风？你武侠看多了吧。他只是不愿意和别人接触而已。或者本职工作不是写作，不愿意透露身份。至始至终他都没有自称隐士。。
toxic,虽然我不是河南人 但是看见你这种看不起同胞的人就打心眼里恶心
non-toxic,胖瘦无所谓我是女生155高110斤也胖只敢穿短袖裤子羡慕美女的身材应有尽有
non-toxic,哈哈哈哈哈当然也会有黄种人喜欢 就是少一点点
non-toxic,河南平顶山，从那儿弄出煤来，拉到山西大同。
toxic,我当时？黑人问号脸？？？想骂人！我一会就给设成不感兴趣
non-toxic,湖北人早上起来就是要喝一碗辣汤粉的哟
non-toxic,也有的，但是白种人数量更大，地理位置和人种是没有必然关系的，我第一次知道印度人也是白种人的时候，话都讲不出来
toxic,黑人就是应该被歧视
non-toxic,浙江人之间互相也是听不大懂的
non-toxic,2005年北京的房价还没破万呢，三环的房子是在07年万元左右，奥运以后疯长
toxic,从生理上来讲，菊花本来就不是拿来给你捅的，很容易破，破了就容易感染。
toxic,欧美的亚裔审美也这样吗[捂脸]女主真心不好看啊[捂脸][捂脸]
non-toxic,李子园太寡淡了 天津子母更好喝个人感觉嘻嘻
toxic,"""我们不搞种族歧视，但不能不讲事实。,黑人不是智商不行，是受教育不行，咱不说先天的问题，说后天问题，这不算种族歧视。,黑人受教育差，工作差，收入差，社区氛围差，死循环最后陷入各种毒品，枪支，以及其他犯罪问题，这是结果。"""
toxic,你想看你的男神就去看香港小报啊，何苦掏几十块钱恶心自己也恶心了中国电影业呢
toxic,那个东北女人真恶心
toxic,离婚，这样的男人看着恶心
toxic,你要不看看上面歧视黑人、东南亚人的一系列模范回答？
toxic,"""u1s1,我也感觉非洲黑人不好看"""
non-toxic,皇帝陵墓还是陕西多吧，地上文物还是数山西吧，河南地处中原，的确物宝天华，但是陕西关中全国中心啊，当然关中后期没落，但是此时中原也没落了，都让位给了南方
non-toxic,“河南人是什么样的，中国人就是什么样的。中国是什么样的，河南就是什么样的。”
non-toxic,那你说该怎么办呢？在河北年收入4万的家庭能让子女进入一流大学的唯一途径就是花2万进衡中，还有别的方法吗？或者按你的理解，这些人就根本不配进清北呢？
toxic,福建人告诉你..福建贫困地区真的多不算有钱。我这个县在山区，交通不便，做饭还是用木头灶子，很多这样的县
toxic,没说到点子上，印度的穆斯林分两类，一类是统治者后代，比如莫卧儿帝国贵族后裔，印度人万万不敢得罪，阿米尔汗就是穆斯林，你敢说没地位？。一类是贱民改信，那就不好意思了，印度贱民改信穆斯林的很多，然而改了还是贱民，这个八成就是贱民改的。
non-toxic,甘肃酒泉，感觉差不多啊……
toxic,"""黑命贵在美国已经形成事实上的文革氛围了，当事人还是在美国社会文化背景下地位颇为尊崇的现役军官，按一般逻辑来看这算是BUFF叠满，刀枪不入了吧？,然而终究难免此一劫，该挨的打一顿没少。,美国黑人在争取种族权益方面堪称模范，"""
toxic,中国的民族政策你懂的，很多东西媒体不会播。我也是看贴吧一些人拍的视频才看的多一些，比如袭击派出所，强奸妇女。
non-toxic,还有来生做个印度人的精外啊
toxic,大陆身份不是主因，请问陆配受歧视什么是主因？还有，“论尊重人的文化，台湾比你们高多了”请问这是从哪得出来的，从台湾歧视陆配得出来的吗？
toxic,你也是个看不懂别人说什么就张嘴的喷子。这是在怪联盟吗？看的懂中国字吗？这是在喷美国白皮自己编故事YY自己杀印第安人有理奴役黑人无罪，看懂没？
non-toxic,其实素鸡系列我一二看一遍 剩下的都是两次以上。对于按一到七顺序看到，表示无所谓什么顺序了。就我感觉其实朵儿可以不死透给个机会啊，毕竟小姐姐那么漂亮sexy。7里那个黑人女爆炸头身材很好就是没有朵儿那么有味道
non-toxic,我不装了，我要大声告诉你们老娘是女的而且还是女同。
non-toxic,我说你们之前并没有说你们的演员是会假唱放录音我才买到票，他们说，现在这场韩女士一定真唱，你不可以退票的，我orz。
toxic,（我关于莆田的什么言论？我歧视过这个群体？表达过？ 你发的又是什么？）福建败类哦！！脸伸过来！！啪啪啪~~跟你讲才是浪费生命，就此打住。
toxic,所以打不打女人，主要看他们做了什么事。别老哔哔女人不能打。
toxic,我也是山东人，不过我们这如果说“教教我让我也显摆显摆”的话，能算是夸你，但如果是说“臭显摆”的话，多少有点骂人的意思，他自己说自己“臭显摆”其实没啥问题，主要是他用的“也”这个字（也可能是hxm和我理解不一样 接受反驳[不抬杠]接受指正）
non-toxic,路人听到这句话也会觉得这届超女搞孤立。但是许飞他们也没做错什么吧。是尚雯婕自己不愿意搭理他们。尚雯婕一句话又给人招黑又败了别人路人缘。
toxic,所以白人老爷只要把能吃的东西都请一遍，就能把黑人都饿死了[惊喜]
toxic,我觉得最牛逼的是河南的驻马店 印象中N个杀人狂都是那的 各种杀
toxic,可能说这种话的被男人强奸了才能理解女孩子的感受吧，站着说话不腰疼的货色罢了
toxic,其实没男的的口供也能判把。毕竟有反抗肯定有伤。
non-toxic,没事，说不定因为那句话那个男孩一直发奋，现在比教主出色多得多呢～
toxic,"""好冤啊，,仔细想想，“内个”好像还是我的口头禅呢，有时候正在说话的时候，突然短路，想不起来某件事，就会说“内个内个emmm....”。,其实在NBA也发生过类似误会的事件，而且说的还是正宗的中国口音“nei,ge,nei,ge”，"""
non-toxic,纠正一点哈，北京猿人不是我们的祖先，是被我们从非洲来的智人祖先灭掉的原住生物，跟我们的关系差不多就是黑猩猩。
toxic,对了在说一句，我也是醉了我在中国有谁给我买过房子，你才被女权洗脑了。你能不能别一口一个女权洗脑听起来就恶心。
non-toxic,这是中石大北京校区被黑的最惨的一次[飙泪笑][飙泪笑][飙泪笑] 因为郝大爷是一脸迷惑说的[捂脸]
non-toxic,不同意最后一句话哦，最后一句话话意思不还是黑人白人体质比较好么，实际上黄种人因为在进化过程中适应了纯肉食的饮食结构其消化吸收的效率高，加之体内雄性荷尔蒙水平高，因此在完全相同的生活水平、生活方式、生活理念下，黄种人会最强壮。连练健身的都知道黄种人增肌快。
toxic,去某内地省会城市，一听河南口音，那个出租车司机就说：“河南人吗？不拉不拉”后来没办法说东北话，他们才拉
toxic,老郑州真有好多方言跟河南官话有区别，尤其是西郊，还有各种厂各种机，因为外地来的移民太多，河南人甚至都不认识，井盖叫马葫芦盖，脚踝叫踝里疙瘩，水龙头叫蛇口，烟囱叫烟突，从中作梗叫拿鞋倒弯，解（大）手叫车屙
toxic,"""中国话的意思也没什么好气的,只能说祖宗仁慈.,鬼的种类最臭名的无非是恶鬼,下18层的地狱,罪恶滔天,不得好Si,但是形容敌人是这玩意,就和看鬼片一样,他们的手段,做法,让人惧了.,敌对面当然会开心."""
